"org_or_user","repo_name","full_name","language","stars","forks","open_issues","pushed_at","description","source"
"kubeflow","batch-predict","kubeflow/batch-predict","Python","17","7","9","2021-12-01T01:47:51Z","Repository for batch predict","kubeflow"
"kubeflow","reporting","kubeflow/reporting","Jsonnet","2","5","1","2021-12-01T01:42:32Z","Repository for collecting and analyzing metrics about Kubeflow usage.","kubeflow"
"kubeflow","chainer-operator","kubeflow/chainer-operator","Jsonnet","17","15","7","2021-11-14T13:03:57Z","Repository for chainer operator","kubeflow"
"kubeflow","crd-validation","kubeflow/crd-validation","Go","11","7","5","2021-01-25T15:02:53Z","Validation Generation for Kubeflow CRD on Kubernetes","kubeflow"
"kubeflow","community-infra","kubeflow/community-infra","Go","3","9","4","2021-01-25T14:49:49Z","Declarative configurations for KF community infrastructure","kubeflow"
"kubeflow",".github","kubeflow/.github","","2","1","0","2020-05-12T00:22:56Z","Org wide templates","kubeflow"
"kubeflow","marketing-materials","kubeflow/marketing-materials","","4","4","4","2019-07-19T13:57:15Z","","kubeflow"
"bmorphism","world","bmorphism/world","Python","0","0","0","2026-06-02T06:49:02Z","Local worlds launcher for SA3, jank, and world proofs.","bmorphism"
"bmorphism","Gay.jl","bmorphism/Gay.jl","Julia","1","1","189","2026-06-10T00:42:57Z","Wide-gamut color sampling with splittable determinism (Pigeons.jl SPI pattern) + LispSyntax","bmorphism"
"bmorphism","oxgame","bmorphism/oxgame","OCaml","0","0","0","2026-05-15T09:53:27Z","Stellar resolution and open-game composition for OCaml","bmorphism"
"bmorphism","nanoclj-zig","bmorphism/nanoclj-zig","Zig","0","0","0","2026-05-07T20:12:15Z","","bmorphism"
"bmorphism","zig-syrup","bmorphism/zig-syrup","Zig","0","0","0","2026-05-07T19:49:05Z","Embeddable OCapN Syrup encoder/decoder in Zig — 550 LOC, 22 tests, 112-variety test fixture","bmorphism"
"bmorphism","boxxy","bmorphism/boxxy","Move","0","1","0","2026-04-30T03:35:47Z","","bmorphism"
"bmorphism","postweb","bmorphism/postweb","Go","0","0","0","2026-04-09T10:51:57Z","postweb — evolved from prepostweb","bmorphism"
"bmorphism","shitcoin","bmorphism/shitcoin","Python","5","0","0","2026-04-08T08:07:08Z","gets denom for cw20 assets for permissionless degeneracy in IBC","bmorphism"
"bmorphism","magic-world-org","bmorphism/magic-world-org","Python","1","0","0","2026-04-05T07:03:50Z","Magic World Org (Local MLX) - renamed from magic-todo-org","bmorphism"
"bmorphism","ocaml-mcp-sdk","bmorphism/ocaml-mcp-sdk","OCaml","61","2","0","2026-03-16T05:24:25Z","OCaml SDK for Model Context Protocol using Jane Street's oxcaml_effect library","bmorphism"
"bmorphism","flox-mcp-bb","bmorphism/flox-mcp-bb","Clojure","0","0","0","2026-02-12T02:45:43Z","Open-source MCP server for Flox — Babashka/Clojure, single file, 20 tools","bmorphism"
"bmorphism","vibesnipe-market","bmorphism/vibesnipe-market","Move","0","0","9","2026-02-05T10:23:25Z","","bmorphism"
"bmorphism","tapes","bmorphism/tapes","","0","0","0","2026-02-04T02:23:37Z","VHS tapes for terminal recordings","bmorphism"
"bmorphism","duck-rio-heateq","bmorphism/duck-rio-heateq","Rust","0","0","0","2026-02-02T23:33:32Z","","bmorphism"
"bmorphism","aella","bmorphism/aella","Rascal","1","0","0","2026-02-01T02:44:30Z","","bmorphism"
"bmorphism","hymlx","bmorphism/hymlx","Python","1","0","0","2026-01-22T12:20:32Z","","bmorphism"
"bmorphism","GeoACSets.jl","bmorphism/GeoACSets.jl","Julia","0","1","1","2026-01-19T13:57:13Z","Categorical data structures (ACSets) with geospatial capabilities - morphisms for structural navigation, geometry for filtering","bmorphism"
"bmorphism","anti-bullshit-mcp-server","bmorphism/anti-bullshit-mcp-server","JavaScript","23","7","1","2026-01-16T08:54:58Z","MCP server for analyzing claims, validating sources, and detecting manipulation using multiple epistemological frameworks","bmorphism"
"bmorphism","vibespace-mcp-go-ternary","bmorphism/vibespace-mcp-go-ternary","HTML","0","1","3","2026-01-11T12:50:40Z","Go implementation of a MCP experience for vibes and worlds with NATS streaming, binary data, and balanced ternary support","bmorphism"
"bmorphism","open-location-code-zig","bmorphism/open-location-code-zig","Zig","3","0","0","2025-12-30T19:33:45Z","Open Location Code (Plus Codes) for Zig - First-ever Zig implementation of Google's geocoding system","bmorphism"
"bmorphism","bafishka","bmorphism/bafishka","Clojure","1","0","0","2025-12-19T09:38:00Z","🐟 Rust-native Fish shell-friendly file operations with Steel-backed SCI Clojure evaluation (seed: 1069)","bmorphism"
"bmorphism","gay-color-learnable","bmorphism/gay-color-learnable","","0","0","0","2025-12-15T18:41:02Z","Learnable color embeddings connecting Graphistry, Ghidra, Charm via Gay.jl SPI - gh cli integration","bmorphism"
"bmorphism","gay-hy","bmorphism/gay-hy","Hy","0","0","0","2025-12-15T15:32:58Z","Hylang MLX color bandwidth protocol - 2B+ colors/sec with SPI guarantees","bmorphism"
"bmorphism","multiverse-color-game","bmorphism/multiverse-color-game","Julia","0","0","0","2025-12-12T05:28:11Z","2+1D Holographic Color Matching Game for VisionPro — Hamkins multiverse + Dave White finance + Gay.jl chromatic identity","bmorphism"
"bmorphism","signal-mcp","bmorphism/signal-mcp","Rust","0","0","0","2025-12-11T07:20:08Z","O(n)→O(1) chromatic mode collapse via Galois connection - Gay.jl SPI for loom concurrency","bmorphism"
"bmorphism","xf.jl","bmorphism/xf.jl","Julia","0","0","0","2025-12-05T22:12:17Z","Xenofeminist color synthesis — deterministic wide-gamut colors via SplittableRandoms.jl","bmorphism"
"bmorphism","deberta-goemotions","bmorphism/deberta-goemotions","Python","0","0","0","2025-10-22T18:32:24Z","","bmorphism"
"bmorphism","monero-rental-hash-war","bmorphism/monero-rental-hash-war","Haskell","1","0","0","2025-10-05T23:08:54Z","Compositional OpenGame analysis of Monero rental hash war with live network integration","bmorphism"
"bmorphism","duck-rs","bmorphism/duck-rs","Zig","0","0","0","2025-10-05T00:21:07Z","","bmorphism"
"bmorphism","schoenfinkel","bmorphism/schoenfinkel","Python","1","0","0","2025-10-04T23:31:11Z","Post-quantum categorical gravity framework - gravitational timekeeping through combinatory logic and information circuits","bmorphism"
"bmorphism","gay-spec","bmorphism/gay-spec","","1","0","0","2025-10-02T02:01:56Z","","bmorphism"
"bmorphism","bafishka-clean","bmorphism/bafishka-clean","Rust","1","0","0","2025-09-25T19:22:10Z","Clean monadic Steel-SCI integration with category theory","bmorphism"
"bmorphism","babashka-static-build","bmorphism/babashka-static-build","Dockerfile","1","0","0","2025-09-05T02:26:32Z","Static musl babashka build for ARM64 Termux","bmorphism"
"bmorphism","whale","bmorphism/whale","MATLAB","2","0","0","2025-09-04T06:55:21Z","omniglot + sperm whale codas = metawhaling","bmorphism"
"bmorphism","infinity-topos","bmorphism/infinity-topos","Python","1","0","0","2025-08-29T05:39:49Z","","bmorphism"
"bmorphism","elevenlabs-mcp-enhanced","bmorphism/elevenlabs-mcp-enhanced","Python","1","0","0","2025-08-29T04:41:58Z","Enhanced ElevenLabs MCP server with universal API key support and V3 features","bmorphism"
"bmorphism","zeldar","bmorphism/zeldar","Python","1","0","1","2025-08-26T15:16:21Z","Burning Man Art Robot","bmorphism"
